schema_version,family,target,harness,combo,cc,cc_version,opt,cflags,arch,ctkat_commit,ct_status,ct_findings,ct_finding_funcs,ct_error,asm_status,asm_div_count,asm_div_funcs,asm_error
2.0,Kyber,pqcrystals_kyber768_ref_a621b8d,kem_dec,clang_opt1,clang,18.1.3,-O1,-O1 -g -fno-omit-frame-pointer -fno-lto -DKYBER_K=3,x86_64,821c179,FAIL,1,pqcrystals_kyber768_ref_poly_frommsg,,PASS,0,,
2.0,Kyber,pqcrystals_kyber768_ref_a621b8d,kem_dec,clang_release,clang,18.1.3,-O2,-O2 -g -fno-omit-frame-pointer -fno-lto -DKYBER_K=3,x86_64,821c179,PASS,0,,,PASS,0,,
2.0,Kyber,pqcrystals_kyber768_ref_a621b8d,kem_dec,clang_opt3,clang,18.1.3,-O3,-O3 -g -fno-omit-frame-pointer -fno-lto -DKYBER_K=3,x86_64,821c179,PASS,0,,,PASS,0,,
2.0,Kyber,pqcrystals_kyber768_ref_a621b8d,kem_dec,clang_size,clang,18.1.3,-Os,-Os -g -fno-omit-frame-pointer -fno-lto -DKYBER_K=3,x86_64,821c179,FAIL,1,pqcrystals_kyber768_ref_poly_frommsg,,PASS,0,,
2.0,Falcon,pqclean_falcon512_reference,sign,gcc_debug,gcc,13.3.0,-O0,-std=c99 -O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,28a58ed,FAIL,28,BerExp;PQCLEAN_FALCON512_CLEAN_comp_encode;PQCLEAN_FALCON512_CLEAN_complete_private;PQCLEAN_FALCON512_CLEAN_sampler;PQCLEAN_FALCON512_CLEAN_trim_i8_decode;do_sign_dyn;fpr_floor,,PASS,0,,
2.0,Falcon,pqclean_falcon512_reference,sign,gcc_opt1,gcc,13.3.0,-O1,-std=c99 -O1 -g -fno-omit-frame-pointer -fno-lto,x86_64,28a58ed,FAIL,40,BerExp;PQCLEAN_FALCON512_CLEAN_comp_encode;PQCLEAN_FALCON512_CLEAN_complete_private;PQCLEAN_FALCON512_CLEAN_sampler;PQCLEAN_FALCON512_CLEAN_trim_i8_decode;do_sign_dyn;fpr_floor,,PASS,0,,
2.0,Falcon,pqclean_falcon512_reference,sign,gcc_release,gcc,13.3.0,-O2,-std=c99 -O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,28a58ed,FAIL,40,BerExp;PQCLEAN_FALCON512_CLEAN_comp_encode;PQCLEAN_FALCON512_CLEAN_complete_private;PQCLEAN_FALCON512_CLEAN_sampler;PQCLEAN_FALCON512_CLEAN_trim_i8_decode;do_sign_dyn;fpr_floor,,PASS,0,,
2.0,Falcon,pqclean_falcon512_reference,sign,gcc_opt3,gcc,13.3.0,-O3,-std=c99 -O3 -g -fno-omit-frame-pointer -fno-lto,x86_64,28a58ed,FAIL,40,BerExp;PQCLEAN_FALCON512_CLEAN_comp_encode;PQCLEAN_FALCON512_CLEAN_complete_private;PQCLEAN_FALCON512_CLEAN_sampler;PQCLEAN_FALCON512_CLEAN_trim_i8_decode;do_sign_dyn;fpr_floor,,PASS,0,,
2.0,Falcon,pqclean_falcon512_reference,sign,clang_debug,clang,18.1.3,-O0,-std=c99 -O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,28a58ed,FAIL,24,BerExp;PQCLEAN_FALCON512_CLEAN_comp_encode;PQCLEAN_FALCON512_CLEAN_complete_private;PQCLEAN_FALCON512_CLEAN_sampler;PQCLEAN_FALCON512_CLEAN_trim_i8_decode;do_sign_dyn,,PASS,4,shake128;shake256;solve_NTRU_intermediate,
2.0,Falcon,pqclean_falcon512_reference,sign,clang_opt1,clang,18.1.3,-O1,-std=c99 -O1 -g -fno-omit-frame-pointer -fno-lto,x86_64,28a58ed,FAIL,30,BerExp;PQCLEAN_FALCON512_CLEAN_comp_encode;PQCLEAN_FALCON512_CLEAN_complete_private;PQCLEAN_FALCON512_CLEAN_sampler;PQCLEAN_FALCON512_CLEAN_trim_i8_decode;do_sign_dyn,,PASS,0,,
2.0,Falcon,pqclean_falcon512_reference,sign,clang_release,clang,18.1.3,-O2,-std=c99 -O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,28a58ed,FAIL,31,BerExp;PQCLEAN_FALCON512_CLEAN_comp_encode;PQCLEAN_FALCON512_CLEAN_complete_private;PQCLEAN_FALCON512_CLEAN_trim_i8_decode;do_sign_dyn;fpr_rint;fpr_ursh,,PASS,0,,
2.0,Falcon,pqclean_falcon512_reference,sign,clang_opt3,clang,18.1.3,-O3,-std=c99 -O3 -g -fno-omit-frame-pointer -fno-lto,x86_64,28a58ed,FAIL,31,BerExp;PQCLEAN_FALCON512_CLEAN_comp_encode;PQCLEAN_FALCON512_CLEAN_complete_private;PQCLEAN_FALCON512_CLEAN_trim_i8_decode;do_sign_dyn;fpr_rint;fpr_ursh,,PASS,0,,
2.0,Falcon,pqclean_falcon512_reference,sign,asm_only_clang_Os,clang,18.1.3,-Os,-Os,x86_64,28a58ed,NA,0,,,PASS,0,,
2.0,Falcon,pqclean_falcon512_reference,sign,asm_only_gcc_Os,gcc,13.3.0,-Os,-Os,x86_64,28a58ed,NA,0,,,PASS,3,shake128;shake256;solve_NTRU_intermediate,
2.0,Falcon,pqclean_falcon1024_reference,sign,gcc_debug,gcc,13.3.0,-O0,-std=c99 -O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,28a58ed,FAIL,28,BerExp;PQCLEAN_FALCON1024_CLEAN_comp_encode;PQCLEAN_FALCON1024_CLEAN_complete_private;PQCLEAN_FALCON1024_CLEAN_sampler;PQCLEAN_FALCON1024_CLEAN_trim_i8_decode;do_sign_dyn;fpr_floor,,PASS,0,,
2.0,Falcon,pqclean_falcon1024_reference,sign,gcc_release,gcc,13.3.0,-O2,-std=c99 -O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,28a58ed,FAIL,43,BerExp;PQCLEAN_FALCON1024_CLEAN_comp_encode;PQCLEAN_FALCON1024_CLEAN_complete_private;PQCLEAN_FALCON1024_CLEAN_sampler;PQCLEAN_FALCON1024_CLEAN_trim_i8_decode;do_sign_dyn;fpr_floor,,PASS,0,,
2.0,Falcon,pqclean_falcon1024_reference,sign,clang_debug,clang,18.1.3,-O0,-std=c99 -O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,28a58ed,FAIL,24,BerExp;PQCLEAN_FALCON1024_CLEAN_comp_encode;PQCLEAN_FALCON1024_CLEAN_complete_private;PQCLEAN_FALCON1024_CLEAN_sampler;PQCLEAN_FALCON1024_CLEAN_trim_i8_decode;do_sign_dyn,,PASS,4,shake128;shake256;solve_NTRU_intermediate,
2.0,Falcon,pqclean_falcon1024_reference,sign,clang_release,clang,18.1.3,-O2,-std=c99 -O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,28a58ed,FAIL,31,BerExp;PQCLEAN_FALCON1024_CLEAN_comp_encode;PQCLEAN_FALCON1024_CLEAN_complete_private;PQCLEAN_FALCON1024_CLEAN_trim_i8_decode;do_sign_dyn;fpr_rint;fpr_ursh,,PASS,0,,
2.0,Falcon,c_fndsa512_prospective,sign_native_fp,gcc_debug,gcc,13.3.0,-O0,-std=c99 -O0 -g -fno-inline -fno-omit-frame-pointer -D_GNU_SOURCE -DCTKAT_FNDSA_LOGN=9 -DFNDSA_AVX2=0,x86_64,28a58ed,FAIL,27,ber_exp;fndsa_comp_encode;fndsa_hash_to_point;fndsa_sign_core;fndsa_trim_i8_decode;sampler_next_sse2;sign_step1,,PASS,0,,
2.0,Falcon,c_fndsa512_prospective,sign_native_fp,gcc_release,gcc,13.3.0,-O2,-std=c99 -O2 -g -fno-omit-frame-pointer -fno-lto -D_GNU_SOURCE -DCTKAT_FNDSA_LOGN=9 -DFNDSA_AVX2=0,x86_64,28a58ed,FAIL,66,ber_exp;fndsa_comp_encode;fndsa_hash_to_point;fndsa_sign_core;fndsa_trim_i8_decode;sampler_next_sse2;sign_step1,,PASS,0,,
2.0,Falcon,c_fndsa512_prospective,sign_native_fp,clang_debug,clang,18.1.3,-O0,-std=c99 -O0 -g -fno-inline -fno-omit-frame-pointer -D_GNU_SOURCE -DCTKAT_FNDSA_LOGN=9 -DFNDSA_AVX2=0,x86_64,28a58ed,FAIL,27,ber_exp;fndsa_comp_encode;fndsa_hash_to_point;fndsa_sign_core;fndsa_trim_i8_decode;sampler_next_sse2;sign_step1,,PASS,0,,
2.0,Falcon,c_fndsa512_prospective,sign_native_fp,clang_release,clang,18.1.3,-O2,-std=c99 -O2 -g -fno-omit-frame-pointer -fno-lto -D_GNU_SOURCE -DCTKAT_FNDSA_LOGN=9 -DFNDSA_AVX2=0,x86_64,28a58ed,FAIL,48,ber_exp;fndsa_comp_encode;fndsa_hash_to_point;fndsa_sign_core;fndsa_trim_i8_decode;sampler_next_sse2;sign_step1,,PASS,0,,
2.0,Falcon,c_fndsa512_prospective,sign_fpr_emu,gcc_debug,gcc,13.3.0,-O0,-std=c99 -O0 -g -fno-inline -fno-omit-frame-pointer -D_GNU_SOURCE -DCTKAT_FNDSA_LOGN=9 -DFNDSA_AVX2=0 -DFNDSA_SSE2=0 -DFNDSA_NEON=0 -DFNDSA_RV64D=0 -DFNDSA_DIV_EMU=1 -DFNDSA_SQRT_EMU=1,x86_64,28a58ed,FAIL,27,ber_exp;fndsa_comp_encode;fndsa_hash_to_point;fndsa_sampler_next;fndsa_sign_core;fndsa_trim_i8_decode;sign_step1,,PASS,0,,
2.0,Falcon,c_fndsa512_prospective,sign_fpr_emu,gcc_release,gcc,13.3.0,-O2,-std=c99 -O2 -g -fno-omit-frame-pointer -fno-lto -D_GNU_SOURCE -DCTKAT_FNDSA_LOGN=9 -DFNDSA_AVX2=0 -DFNDSA_SSE2=0 -DFNDSA_NEON=0 -DFNDSA_RV64D=0 -DFNDSA_DIV_EMU=1 -DFNDSA_SQRT_EMU=1,x86_64,28a58ed,FAIL,66,ber_exp;fndsa_comp_encode;fndsa_hash_to_point;fndsa_sampler_next;fndsa_sign_core;fndsa_trim_i8_decode;sign_step1,,PASS,0,,
2.0,Falcon,c_fndsa512_prospective,sign_fpr_emu,clang_debug,clang,18.1.3,-O0,-std=c99 -O0 -g -fno-inline -fno-omit-frame-pointer -D_GNU_SOURCE -DCTKAT_FNDSA_LOGN=9 -DFNDSA_AVX2=0 -DFNDSA_SSE2=0 -DFNDSA_NEON=0 -DFNDSA_RV64D=0 -DFNDSA_DIV_EMU=1 -DFNDSA_SQRT_EMU=1,x86_64,28a58ed,FAIL,27,ber_exp;fndsa_comp_encode;fndsa_hash_to_point;fndsa_sampler_next;fndsa_sign_core;fndsa_trim_i8_decode;sign_step1,,PASS,0,,
2.0,Falcon,c_fndsa512_prospective,sign_fpr_emu,clang_release,clang,18.1.3,-O2,-std=c99 -O2 -g -fno-omit-frame-pointer -fno-lto -D_GNU_SOURCE -DCTKAT_FNDSA_LOGN=9 -DFNDSA_AVX2=0 -DFNDSA_SSE2=0 -DFNDSA_NEON=0 -DFNDSA_RV64D=0 -DFNDSA_DIV_EMU=1 -DFNDSA_SQRT_EMU=1,x86_64,28a58ed,FAIL,54,ber_exp;fndsa_comp_encode;fndsa_hash_to_point;fndsa_sampler_next;fndsa_sign_core;fndsa_trim_i8_decode;fpr_rint;fpr_ursh;sign_step1,,PASS,0,,
2.0,Falcon,c_fndsa1024_prospective,sign_native_fp,gcc_debug,gcc,13.3.0,-O0,-std=c99 -O0 -g -fno-inline -fno-omit-frame-pointer -D_GNU_SOURCE -DCTKAT_FNDSA_LOGN=10 -DFNDSA_AVX2=0,x86_64,28a58ed,FAIL,27,ber_exp;fndsa_comp_encode;fndsa_hash_to_point;fndsa_sign_core;fndsa_trim_i8_decode;sampler_next_sse2;sign_step1,,PASS,0,,
2.0,Falcon,c_fndsa1024_prospective,sign_native_fp,gcc_release,gcc,13.3.0,-O2,-std=c99 -O2 -g -fno-omit-frame-pointer -fno-lto -D_GNU_SOURCE -DCTKAT_FNDSA_LOGN=10 -DFNDSA_AVX2=0,x86_64,28a58ed,FAIL,68,ber_exp;fndsa_comp_encode;fndsa_hash_to_point;fndsa_sign_core;fndsa_trim_i8_decode;sampler_next_sse2;sign_step1,,PASS,0,,
2.0,Falcon,c_fndsa1024_prospective,sign_native_fp,clang_debug,clang,18.1.3,-O0,-std=c99 -O0 -g -fno-inline -fno-omit-frame-pointer -D_GNU_SOURCE -DCTKAT_FNDSA_LOGN=10 -DFNDSA_AVX2=0,x86_64,28a58ed,FAIL,27,ber_exp;fndsa_comp_encode;fndsa_hash_to_point;fndsa_sign_core;fndsa_trim_i8_decode;sampler_next_sse2;sign_step1,,PASS,0,,
2.0,Falcon,c_fndsa1024_prospective,sign_native_fp,clang_release,clang,18.1.3,-O2,-std=c99 -O2 -g -fno-omit-frame-pointer -fno-lto -D_GNU_SOURCE -DCTKAT_FNDSA_LOGN=10 -DFNDSA_AVX2=0,x86_64,28a58ed,FAIL,48,ber_exp;fndsa_comp_encode;fndsa_hash_to_point;fndsa_sign_core;fndsa_trim_i8_decode;sampler_next_sse2;sign_step1,,PASS,0,,
2.0,Falcon,c_fndsa1024_prospective,sign_fpr_emu,gcc_debug,gcc,13.3.0,-O0,-std=c99 -O0 -g -fno-inline -fno-omit-frame-pointer -D_GNU_SOURCE -DCTKAT_FNDSA_LOGN=10 -DFNDSA_AVX2=0 -DFNDSA_SSE2=0 -DFNDSA_NEON=0 -DFNDSA_RV64D=0 -DFNDSA_DIV_EMU=1 -DFNDSA_SQRT_EMU=1,x86_64,28a58ed,FAIL,27,ber_exp;fndsa_comp_encode;fndsa_hash_to_point;fndsa_sampler_next;fndsa_sign_core;fndsa_trim_i8_decode;sign_step1,,PASS,0,,
2.0,Falcon,c_fndsa1024_prospective,sign_fpr_emu,gcc_release,gcc,13.3.0,-O2,-std=c99 -O2 -g -fno-omit-frame-pointer -fno-lto -D_GNU_SOURCE -DCTKAT_FNDSA_LOGN=10 -DFNDSA_AVX2=0 -DFNDSA_SSE2=0 -DFNDSA_NEON=0 -DFNDSA_RV64D=0 -DFNDSA_DIV_EMU=1 -DFNDSA_SQRT_EMU=1,x86_64,28a58ed,FAIL,68,ber_exp;fndsa_comp_encode;fndsa_hash_to_point;fndsa_sampler_next;fndsa_sign_core;fndsa_trim_i8_decode;sign_step1,,PASS,0,,
2.0,Falcon,c_fndsa1024_prospective,sign_fpr_emu,clang_debug,clang,18.1.3,-O0,-std=c99 -O0 -g -fno-inline -fno-omit-frame-pointer -D_GNU_SOURCE -DCTKAT_FNDSA_LOGN=10 -DFNDSA_AVX2=0 -DFNDSA_SSE2=0 -DFNDSA_NEON=0 -DFNDSA_RV64D=0 -DFNDSA_DIV_EMU=1 -DFNDSA_SQRT_EMU=1,x86_64,28a58ed,FAIL,27,ber_exp;fndsa_comp_encode;fndsa_hash_to_point;fndsa_sampler_next;fndsa_sign_core;fndsa_trim_i8_decode;sign_step1,,PASS,0,,
2.0,Falcon,c_fndsa1024_prospective,sign_fpr_emu,clang_release,clang,18.1.3,-O2,-std=c99 -O2 -g -fno-omit-frame-pointer -fno-lto -D_GNU_SOURCE -DCTKAT_FNDSA_LOGN=10 -DFNDSA_AVX2=0 -DFNDSA_SSE2=0 -DFNDSA_NEON=0 -DFNDSA_RV64D=0 -DFNDSA_DIV_EMU=1 -DFNDSA_SQRT_EMU=1,x86_64,28a58ed,FAIL,54,ber_exp;fndsa_comp_encode;fndsa_hash_to_point;fndsa_sampler_next;fndsa_sign_core;fndsa_trim_i8_decode;fpr_rint;fpr_ursh;sign_step1,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa44,sign,gcc_debug,gcc,13.3.0,-O0,-O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,3d7e65e,FAIL,9,PQCLEAN_MLDSA44_CLEAN_make_hint;PQCLEAN_MLDSA44_CLEAN_poly_challenge;PQCLEAN_MLDSA44_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa44,sign,gcc_opt1,gcc,13.3.0,-O1,-O1 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,8,PQCLEAN_MLDSA44_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA44_CLEAN_make_hint;PQCLEAN_MLDSA44_CLEAN_pack_sig;PQCLEAN_MLDSA44_CLEAN_poly_challenge;PQCLEAN_MLDSA44_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa44,sign,gcc_attrib,gcc,13.3.0,-O2,-O2 -g -fno-inline -fno-inline-functions -fno-optimize-sibling-calls -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,8,PQCLEAN_MLDSA44_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA44_CLEAN_make_hint;PQCLEAN_MLDSA44_CLEAN_pack_sig;PQCLEAN_MLDSA44_CLEAN_poly_challenge;PQCLEAN_MLDSA44_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa44,sign,gcc_release,gcc,13.3.0,-O2,-O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,8,PQCLEAN_MLDSA44_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA44_CLEAN_make_hint;PQCLEAN_MLDSA44_CLEAN_pack_sig;PQCLEAN_MLDSA44_CLEAN_poly_challenge;PQCLEAN_MLDSA44_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa44,sign,gcc_opt3,gcc,13.3.0,-O3,-O3 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,8,PQCLEAN_MLDSA44_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA44_CLEAN_make_hint;PQCLEAN_MLDSA44_CLEAN_pack_sig;PQCLEAN_MLDSA44_CLEAN_poly_challenge;PQCLEAN_MLDSA44_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa44,sign,gcc_size,gcc,13.3.0,-Os,-Os -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,8,PQCLEAN_MLDSA44_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA44_CLEAN_make_hint;PQCLEAN_MLDSA44_CLEAN_pack_sig;PQCLEAN_MLDSA44_CLEAN_poly_challenge;PQCLEAN_MLDSA44_CLEAN_poly_chknorm,,PASS,3,PQCLEAN_MLDSA44_CLEAN_poly_uniform;shake128;shake256,
2.0,ML-DSA,pqclean_mldsa44,sign,clang_debug,clang,18.1.3,-O0,-O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,3d7e65e,FAIL,9,PQCLEAN_MLDSA44_CLEAN_make_hint;PQCLEAN_MLDSA44_CLEAN_poly_challenge;PQCLEAN_MLDSA44_CLEAN_poly_chknorm,,PASS,3,PQCLEAN_MLDSA44_CLEAN_poly_uniform;shake128;shake256,
2.0,ML-DSA,pqclean_mldsa44,sign,clang_opt1,clang,18.1.3,-O1,-O1 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,7,PQCLEAN_MLDSA44_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA44_CLEAN_pack_sig;PQCLEAN_MLDSA44_CLEAN_poly_challenge;PQCLEAN_MLDSA44_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa44,sign,clang_attrib,clang,18.1.3,-O2,-O2 -g -fno-inline -fno-inline-functions -fno-optimize-sibling-calls -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,35,PQCLEAN_MLDSA44_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA44_CLEAN_pack_sig;PQCLEAN_MLDSA44_CLEAN_poly_challenge;PQCLEAN_MLDSA44_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa44,sign,clang_release,clang,18.1.3,-O2,-O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,35,PQCLEAN_MLDSA44_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA44_CLEAN_pack_sig;PQCLEAN_MLDSA44_CLEAN_poly_challenge;PQCLEAN_MLDSA44_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa44,sign,clang_opt3,clang,18.1.3,-O3,-O3 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,35,PQCLEAN_MLDSA44_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA44_CLEAN_pack_sig;PQCLEAN_MLDSA44_CLEAN_poly_challenge;PQCLEAN_MLDSA44_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa44,sign,clang_size,clang,18.1.3,-Os,-Os -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,7,PQCLEAN_MLDSA44_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA44_CLEAN_pack_sig;PQCLEAN_MLDSA44_CLEAN_poly_challenge;PQCLEAN_MLDSA44_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa65,sign,gcc_debug,gcc,13.3.0,-O0,-O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,3d7e65e,FAIL,9,PQCLEAN_MLDSA65_CLEAN_make_hint;PQCLEAN_MLDSA65_CLEAN_poly_challenge;PQCLEAN_MLDSA65_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa65,sign,gcc_opt1,gcc,13.3.0,-O1,-O1 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,8,PQCLEAN_MLDSA65_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA65_CLEAN_make_hint;PQCLEAN_MLDSA65_CLEAN_pack_sig;PQCLEAN_MLDSA65_CLEAN_poly_challenge;PQCLEAN_MLDSA65_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa65,sign,gcc_attrib,gcc,13.3.0,-O2,-O2 -g -fno-inline -fno-inline-functions -fno-optimize-sibling-calls -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,8,PQCLEAN_MLDSA65_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA65_CLEAN_make_hint;PQCLEAN_MLDSA65_CLEAN_pack_sig;PQCLEAN_MLDSA65_CLEAN_poly_challenge;PQCLEAN_MLDSA65_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa65,sign,gcc_release,gcc,13.3.0,-O2,-O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,8,PQCLEAN_MLDSA65_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA65_CLEAN_make_hint;PQCLEAN_MLDSA65_CLEAN_pack_sig;PQCLEAN_MLDSA65_CLEAN_poly_challenge;PQCLEAN_MLDSA65_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa65,sign,gcc_opt3,gcc,13.3.0,-O3,-O3 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,8,PQCLEAN_MLDSA65_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA65_CLEAN_make_hint;PQCLEAN_MLDSA65_CLEAN_pack_sig;PQCLEAN_MLDSA65_CLEAN_poly_challenge;PQCLEAN_MLDSA65_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa65,sign,gcc_size,gcc,13.3.0,-Os,-Os -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,8,PQCLEAN_MLDSA65_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA65_CLEAN_make_hint;PQCLEAN_MLDSA65_CLEAN_pack_sig;PQCLEAN_MLDSA65_CLEAN_poly_challenge;PQCLEAN_MLDSA65_CLEAN_poly_chknorm,,PASS,3,PQCLEAN_MLDSA65_CLEAN_poly_uniform;shake128;shake256,
2.0,ML-DSA,pqclean_mldsa65,sign,clang_debug,clang,18.1.3,-O0,-O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,3d7e65e,FAIL,9,PQCLEAN_MLDSA65_CLEAN_make_hint;PQCLEAN_MLDSA65_CLEAN_poly_challenge;PQCLEAN_MLDSA65_CLEAN_poly_chknorm,,PASS,3,PQCLEAN_MLDSA65_CLEAN_poly_uniform;shake128;shake256,
2.0,ML-DSA,pqclean_mldsa65,sign,clang_opt1,clang,18.1.3,-O1,-O1 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,7,PQCLEAN_MLDSA65_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA65_CLEAN_pack_sig;PQCLEAN_MLDSA65_CLEAN_poly_challenge;PQCLEAN_MLDSA65_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa65,sign,clang_attrib,clang,18.1.3,-O2,-O2 -g -fno-inline -fno-inline-functions -fno-optimize-sibling-calls -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,49,PQCLEAN_MLDSA65_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA65_CLEAN_pack_sig;PQCLEAN_MLDSA65_CLEAN_poly_challenge;PQCLEAN_MLDSA65_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa65,sign,clang_release,clang,18.1.3,-O2,-O2 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,49,PQCLEAN_MLDSA65_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA65_CLEAN_pack_sig;PQCLEAN_MLDSA65_CLEAN_poly_challenge;PQCLEAN_MLDSA65_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa65,sign,clang_opt3,clang,18.1.3,-O3,-O3 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,49,PQCLEAN_MLDSA65_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA65_CLEAN_pack_sig;PQCLEAN_MLDSA65_CLEAN_poly_challenge;PQCLEAN_MLDSA65_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa65,sign,clang_size,clang,18.1.3,-Os,-Os -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,7,PQCLEAN_MLDSA65_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA65_CLEAN_pack_sig;PQCLEAN_MLDSA65_CLEAN_poly_challenge;PQCLEAN_MLDSA65_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa87,sign,gcc_debug,gcc,13.3.0,-O0,-O0 -g -fno-inline -fno-omit-frame-pointer,x86_64,3d7e65e,FAIL,9,PQCLEAN_MLDSA87_CLEAN_make_hint;PQCLEAN_MLDSA87_CLEAN_poly_challenge;PQCLEAN_MLDSA87_CLEAN_poly_chknorm,,PASS,0,,
2.0,ML-DSA,pqclean_mldsa87,sign,gcc_opt1,gcc,13.3.0,-O1,-O1 -g -fno-omit-frame-pointer -fno-lto,x86_64,3d7e65e,FAIL,8,PQCLEAN_MLDSA87_CLEAN_crypto_sign_signature_ctx;PQCLEAN_MLDSA87_CLEAN_make_hint;PQCLEAN_MLDSA87_CLEAN_pack_sig;PQCLEAN_MLDSA87_CLEAN_poly_challenge;PQCLEAN_MLDSA87_CLEAN_poly_chknorm,,PASS,0,,
